Section	Temperature Measurements	Expected Robots	Actual Robots	Goal Fulfilment Times
D	[17.06, 29.72, 12.13, 28.08, 21.88, 25.86, 27.69, 18.74, 27.08, 12.55]	2.0	0.0	0
A	[18.42, 11.7, 17.96, 18.25, 11.4, 16.93, 25.1, 18.64, 20.15, 26.07]	2.0	2.0	118
B	[27.25, 25.13, 13.42, 19.31, 29.49, 11.05, 18.76, 13.68, 20.06, 29.0]	4.0	3.0	222
B	[21.29, 23.27, 19.34, 20.8, 25.45, 15.71, 20.28, 19.28, 14.66, 23.23]	1.0	1.0	245
A	[11.4, 18.98, 28.43, 29.26, 11.67, 22.64, 30.21, 28.35, 29.03, 13.31]	4.0	4.0	194
A	[25.25, 18.48, 28.03, 24.44, 12.84, 21.44, 25.57, 22.87, 17.86, 29.85]	1.0	1.0	80
B	[22.43, 30.08, 13.07, 27.41, 20.09, 19.64, 28.64, 12.19, 12.21, 11.03]	4.0	2.0	157
C	[21.48, 29.82, 29.01, 12.91, 17.69, 23.52, 25.35, 22.01, 23.11, 20.26]	3.0	1.0	191
C	[23.17, 11.98, 19.16, 22.56, 29.72, 13.89, 24.13, 17.46, 27.02, 28.26]	4.0	0.0	0
B	[16.96, 21.24, 20.41, 23.38, 13.7, 23.47, 14.51, 11.73, 21.75, 20.08]	3.0	3.0	120
C	[22.93, 29.16, 18.59, 23.43, 15.53, 26.72, 21.16, 17.91, 18.13, 13.85]	4.0	3.0	171
A	[28.88, 18.36, 14.71, 17.29, 15.63, 23.07, 19.04, 22.0, 13.42, 27.73]	2.0	1.0	205
C	[18.35, 23.69, 14.89, 25.33, 13.6, 26.55, 19.06, 30.16, 22.98, 15.91]	3.0	2.0	283
D	[28.27, 23.83, 13.32, 21.99, 27.43, 27.94, 15.49, 20.55, 14.86, 23.74]	2.0	1.0	278
A	[22.9, 12.94, 29.1, 12.62, 13.71, 22.09, 20.86, 13.79, 29.72, 20.05]	3.0	1.0	72
C	[24.81, 18.97, 16.64, 24.04, 11.39, 16.99, 29.43, 10.99, 21.66, 10.22]	4.0	0.0	0
B	[16.0, 23.56, 21.05, 23.8, 21.38, 25.51, 17.11, 21.66, 30.06, 18.0]	2.0	1.0	82
C	[22.4, 13.72, 19.1, 13.16, 12.19, 26.56, 15.89, 12.28, 11.14, 16.28]	4.0	1.0	140
D	[25.18, 15.94, 10.66, 29.15, 16.92, 20.52, 21.13, 12.18, 26.21, 19.22]	3.0	3.0	123
C	[19.96, 13.23, 16.33, 12.18, 13.27, 16.76, 27.28, 12.37, 15.83, 26.98]	1.0	0.0	0
B	[17.76, 11.73, 26.61, 24.23, 10.84, 23.34, 22.15, 11.09, 10.64, 21.56]	3.0	2.0	288
A	[17.02, 11.64, 18.76, 27.0, 27.86, 13.88, 23.84, 18.28, 19.74, 30.06]	4.0	4.0	209
D	[15.28, 29.47, 16.05, 27.99, 11.63, 19.66, 29.04, 29.68, 18.38, 13.54]	3.0	2.0	212
B	[28.25, 18.66, 11.22, 22.29, 25.13, 24.83, 14.33, 28.36, 28.62, 13.61]	2.0	2.0	190
D	[29.02, 18.76, 19.43, 28.2, 28.79, 15.28, 17.71, 22.38, 18.03, 27.04]	3.0	3.0	205
C	[20.74, 13.59, 21.31, 18.29, 22.75, 21.49, 14.91, 29.69, 14.42, 13.1]	4.0	1.0	250
B	[19.83, 28.71, 14.35, 23.37, 20.73, 10.3, 20.29, 10.77, 15.45, 15.68]	4.0	3.0	267
A	[30.16, 22.02, 22.4, 21.24, 11.77, 27.63, 26.17, 22.86, 21.99, 26.18]	3.0	2.0	237
B	[28.07, 12.22, 13.54, 15.31, 26.66, 24.06, 17.28, 19.31, 14.7, 28.83]	4.0	3.0	79
A	[18.89, 21.83, 12.91, 29.69, 23.27, 24.07, 13.67, 22.88, 27.55, 15.79]	2.0	1.0	82
D	[22.76, 12.25, 12.31, 18.62, 19.18, 14.48, 25.59, 21.84, 30.29, 13.88]	1.0	1.0	79
A	[21.97, 27.76, 30.14, 16.41, 18.84, 13.82, 15.68, 18.26, 23.76, 29.34]	4.0	1.0	193
A	[25.51, 17.33, 14.69, 24.79, 21.08, 26.6, 13.18, 26.16, 25.7, 16.76]	3.0	2.0	239
D	[23.92, 11.63, 12.09, 13.21, 27.32, 24.6, 23.9, 10.2, 28.14, 21.67]	3.0	1.0	238
B	[13.42, 29.5, 15.6, 26.22, 14.99, 15.51, 27.14, 10.37, 27.26, 10.54]	1.0	0.0	0
B	[10.57, 14.47, 25.79, 11.27, 24.67, 25.56, 19.03, 17.69, 10.42, 10.26]	3.0	0.0	0
A	[14.11, 26.14, 24.01, 23.24, 18.24, 25.9, 26.06, 14.63, 19.41, 10.48]	3.0	2.0	217
D	[13.23, 29.52, 24.6, 17.08, 17.52, 22.08, 11.83, 24.45, 18.3, 27.32]	1.0	1.0	62
B	[19.79, 29.64, 11.38, 11.22, 25.81, 28.35, 27.44, 28.5, 21.45, 11.14]	1.0	0.0	0
C	[12.59, 20.46, 13.94, 27.92, 30.07, 21.91, 11.94, 10.23, 17.41, 28.5]	4.0	1.0	280
C	[13.76, 30.29, 15.04, 21.83, 15.75, 19.53, 24.76, 10.26, 28.03, 12.08]	2.0	0.0	0
B	[13.23, 27.97, 26.07, 30.11, 24.3, 11.53, 11.16, 16.59, 22.18, 22.44]	1.0	1.0	185
B	[26.13, 28.49, 25.97, 27.15, 25.95, 24.81, 14.44, 20.16, 23.87, 18.46]	2.0	0.0	0
B	[27.15, 11.43, 24.97, 23.42, 15.95, 25.19, 26.69, 28.45, 19.23, 12.46]	3.0	1.0	160
B	[27.58, 19.71, 23.89, 26.34, 25.93, 28.2, 11.18, 10.33, 17.8, 28.95]	3.0	1.0	235
C	[17.68, 15.0, 18.37, 18.0, 13.23, 24.74, 22.0, 28.18, 18.49, 19.43]	4.0	1.0	177
A	[10.69, 25.27, 12.11, 17.68, 18.53, 13.7, 26.17, 11.29, 16.48, 25.14]	3.0	1.0	270
A	[13.13, 23.44, 28.37, 11.16, 18.17, 13.15, 26.22, 23.14, 21.5, 16.78]	1.0	1.0	297
A	[29.6, 15.73, 24.16, 22.03, 15.88, 29.46, 29.16, 10.67, 13.96, 23.84]	4.0	0.0	0
D	[20.06, 19.63, 29.17, 27.24, 11.14, 30.12, 17.44, 10.42, 27.48, 19.33]	3.0	0.0	0
B	[20.41, 14.91, 27.41, 11.5, 10.92, 28.48, 22.9, 29.68, 18.44, 30.15]	2.0	2.0	220
B	[14.28, 19.98, 19.5, 15.76, 25.98, 14.36, 18.24, 14.23, 25.26, 15.87]	3.0	0.0	0
D	[24.01, 22.65, 15.24, 18.33, 24.31, 22.71, 14.27, 22.31, 25.92, 17.71]	4.0	1.0	136
A	[29.04, 16.17, 18.62, 25.71, 20.97, 10.54, 19.75, 11.5, 16.94, 13.29]	4.0	3.0	146
B	[19.54, 13.72, 21.95, 17.66, 21.18, 13.79, 18.35, 30.07, 17.8, 22.46]	4.0	4.0	212
C	[24.0, 22.24, 24.16, 25.14, 11.72, 12.0, 23.01, 17.62, 14.24, 16.28]	3.0	1.0	277
A	[10.51, 14.23, 24.06, 19.93, 25.98, 19.72, 22.02, 25.26, 20.59, 11.02]	4.0	0.0	0
A	[27.04, 14.97, 19.98, 28.48, 21.31, 15.85, 14.15, 13.68, 19.25, 16.74]	4.0	4.0	107
C	[27.21, 20.72, 28.43, 20.48, 19.35, 16.01, 25.99, 13.22, 26.09, 18.5]	2.0	1.0	108
C	[25.46, 20.08, 16.15, 28.8, 19.23, 29.67, 12.54, 21.67, 28.1, 24.02]	1.0	0.0	0
C	[26.87, 12.76, 16.51, 20.79, 18.3, 19.18, 12.27, 13.11, 23.86, 20.92]	2.0	1.0	69
D	[27.36, 19.32, 16.04, 13.49, 22.26, 28.24, 18.86, 24.05, 15.1, 23.43]	3.0	3.0	178
D	[28.72, 29.9, 22.33, 18.79, 16.3, 16.22, 24.58, 15.2, 24.11, 20.09]	3.0	0.0	0
A	[26.17, 17.93, 29.62, 10.37, 11.41, 19.17, 13.81, 24.98, 21.98, 13.3]	4.0	0.0	0
A	[18.83, 14.74, 28.09, 29.98, 14.19, 25.6, 23.0, 15.18, 21.18, 19.35]	4.0	1.0	261
D	[17.85, 24.77, 13.88, 23.28, 28.49, 19.37, 16.89, 21.48, 11.04, 27.29]	1.0	1.0	195
C	[15.81, 14.14, 29.15, 13.15, 25.86, 15.63, 22.98, 18.21, 21.94, 29.57]	4.0	2.0	158
A	[27.81, 19.79, 26.98, 16.64, 11.09, 23.76, 27.46, 16.56, 15.54, 13.05]	2.0	1.0	72
D	[25.81, 20.89, 25.2, 22.7, 16.98, 19.12, 26.27, 28.62, 20.58, 26.23]	1.0	0.0	0
D	[15.41, 29.9, 15.74, 11.07, 19.0, 30.17, 10.8, 24.2, 14.37, 26.33]	1.0	0.0	0
D	[14.94, 15.59, 16.51, 20.65, 11.39, 17.28, 14.15, 29.52, 15.26, 21.76]	1.0	0.0	0
D	[26.85, 29.06, 22.48, 24.75, 27.02, 17.35, 11.13, 29.47, 15.81, 21.68]	1.0	1.0	273
A	[21.89, 24.92, 17.47, 29.37, 19.62, 19.13, 17.82, 13.67, 13.01, 10.65]	4.0	3.0	216
B	[19.52, 18.18, 28.56, 28.18, 19.78, 24.13, 18.56, 12.39, 12.8, 10.64]	3.0	3.0	119
D	[11.98, 15.35, 20.82, 16.1, 22.41, 16.49, 17.34, 26.59, 28.97, 20.56]	3.0	2.0	207
B	[18.53, 11.6, 18.91, 14.39, 14.43, 12.34, 12.25, 19.55, 27.49, 16.58]	2.0	2.0	169
D	[10.25, 13.32, 20.01, 25.29, 19.21, 22.43, 26.32, 14.95, 20.73, 27.16]	2.0	2.0	168
A	[11.48, 19.75, 14.13, 18.97, 10.28, 18.22, 24.49, 18.69, 18.77, 19.94]	4.0	1.0	216
C	[25.14, 18.66, 14.62, 29.28, 22.81, 22.92, 26.69, 24.31, 16.96, 11.77]	1.0	1.0	98
C	[24.99, 14.12, 13.58, 19.39, 13.79, 28.41, 10.91, 17.44, 23.33, 25.06]	3.0	3.0	160
D	[18.98, 25.42, 29.06, 10.76, 11.37, 17.05, 28.16, 29.28, 23.68, 19.75]	3.0	2.0	185
A	[26.65, 21.35, 28.77, 19.29, 17.97, 12.33, 19.39, 12.59, 11.41, 13.03]	1.0	0.0	0
B	[16.61, 12.51, 18.17, 27.6, 17.55, 27.18, 27.56, 20.87, 25.36, 27.81]	4.0	2.0	174
C	[27.54, 24.11, 28.58, 25.69, 24.52, 23.87, 12.02, 17.19, 17.95, 13.72]	2.0	1.0	141
B	[12.36, 21.16, 27.77, 18.18, 23.43, 17.71, 26.09, 16.41, 12.65, 21.82]	4.0	4.0	201
C	[26.05, 22.64, 25.12, 24.16, 25.1, 19.65, 24.92, 23.58, 17.23, 24.33]	2.0	1.0	119
A	[28.96, 22.97, 26.39, 22.19, 19.55, 22.24, 30.21, 17.39, 28.09, 27.4]	1.0	0.0	0
A	[22.82, 26.2, 24.94, 10.32, 11.99, 11.56, 29.21, 24.71, 24.94, 14.42]	3.0	2.0	285
D	[19.62, 10.82, 12.09, 10.45, 26.23, 22.28, 18.99, 15.68, 13.55, 17.92]	3.0	2.0	159
C	[18.51, 18.4, 29.17, 26.26, 18.56, 17.5, 30.1, 21.46, 14.93, 30.04]	2.0	1.0	165
B	[15.52, 10.34, 22.13, 15.6, 24.27, 24.41, 14.37, 17.41, 26.24, 22.95]	1.0	0.0	0
D	[24.82, 14.48, 19.17, 23.1, 30.14, 28.21, 26.6, 26.47, 22.25, 14.29]	2.0	1.0	192
A	[13.81, 29.05, 19.14, 25.84, 29.34, 30.29, 10.36, 19.44, 28.98, 28.25]	3.0	2.0	180
C	[25.44, 29.29, 15.9, 20.71, 12.91, 23.43, 28.27, 26.2, 28.78, 12.57]	3.0	1.0	117
D	[12.1, 10.72, 19.64, 25.2, 20.74, 24.42, 14.79, 13.06, 29.39, 20.59]	1.0	0.0	0
C	[20.58, 13.09, 16.16, 24.49, 27.28, 14.39, 20.44, 26.26, 18.26, 11.13]	3.0	2.0	189
A	[12.76, 26.22, 13.01, 19.1, 27.1, 21.84, 16.58, 24.01, 28.52, 13.53]	3.0	1.0	193
C	[26.11, 27.81, 20.91, 14.37, 24.08, 15.85, 18.72, 23.67, 29.51, 19.23]	2.0	1.0	64
D	[25.35, 18.86, 22.04, 27.44, 13.82, 12.94, 15.54, 16.53, 24.82, 19.15]	1.0	1.0	74
B	[19.93, 26.67, 26.74, 28.65, 26.65, 29.9, 17.64, 19.99, 22.59, 13.44]	4.0	2.0	259
C	[10.73, 15.01, 30.08, 11.53, 25.18, 14.52, 16.14, 28.04, 28.09, 22.7]	4.0	0.0	0
A	[13.7, 23.73, 14.82, 13.47, 23.57, 10.97, 17.25, 21.07, 14.97, 14.25]	2.0	1.0	258
C	[23.92, 21.99, 29.35, 13.11, 12.86, 11.55, 11.61, 18.25, 22.13, 27.54]	3.0	3.0	182
A	[29.69, 25.76, 23.03, 16.92, 29.68, 26.96, 22.94, 14.39, 10.26, 12.67]	1.0	0.0	0
C	[12.79, 24.85, 25.46, 25.81, 23.56, 13.83, 29.77, 21.74, 16.97, 23.22]	2.0	2.0	182
B	[25.93, 22.84, 14.29, 26.39, 27.2, 21.29, 27.96, 10.71, 12.97, 16.39]	2.0	2.0	190
D	[25.26, 18.18, 23.82, 29.06, 10.86, 29.2, 15.41, 16.2, 24.7, 23.35]	2.0	2.0	184
C	[15.23, 15.42, 24.17, 13.09, 28.95, 12.92, 30.01, 16.08, 17.02, 29.97]	3.0	3.0	134
B	[13.72, 15.74, 16.64, 11.36, 27.7, 18.01, 25.0, 16.54, 22.47, 27.49]	3.0	0.0	0
A	[26.52, 19.13, 22.7, 21.94, 21.03, 27.1, 27.23, 22.65, 11.7, 17.16]	3.0	1.0	129
D	[22.59, 13.9, 15.27, 26.15, 23.4, 19.87, 20.36, 27.69, 22.85, 18.01]	3.0	2.0	196
D	[20.7, 28.45, 12.49, 22.12, 22.38, 26.96, 28.09, 16.88, 14.32, 27.27]	2.0	1.0	267
B	[18.01, 22.0, 23.75, 28.26, 26.85, 18.52, 17.85, 11.58, 29.48, 29.75]	3.0	1.0	233
C	[24.31, 24.8, 29.02, 19.11, 17.54, 24.07, 13.21, 27.72, 23.7, 12.86]	3.0	0.0	0
B	[19.68, 25.28, 27.84, 12.66, 27.52, 25.48, 17.23, 15.87, 29.7, 19.81]	2.0	0.0	0
A	[17.37, 23.47, 12.49, 20.33, 19.83, 20.82, 29.43, 23.35, 17.81, 14.58]	2.0	2.0	128
C	[17.38, 27.68, 27.99, 17.0, 21.51, 28.26, 10.64, 27.57, 13.86, 22.36]	4.0	4.0	180
C	[21.77, 25.3, 12.69, 19.2, 20.92, 17.92, 27.26, 26.74, 29.94, 18.45]	3.0	0.0	0
C	[28.38, 17.85, 16.61, 15.54, 22.79, 17.69, 20.32, 20.99, 27.25, 13.62]	1.0	0.0	0
D	[16.85, 10.96, 11.46, 13.37, 19.66, 24.3, 20.68, 19.76, 15.23, 28.8]	1.0	1.0	178
C	[28.4, 19.65, 12.51, 29.81, 15.69, 27.21, 20.37, 23.96, 17.29, 10.25]	2.0	1.0	175
D	[22.91, 22.38, 20.55, 16.35, 15.49, 25.94, 13.35, 22.53, 21.6, 16.88]	4.0	1.0	286
D	[19.66, 27.81, 11.78, 12.73, 29.51, 20.86, 17.57, 19.21, 25.01, 29.03]	1.0	1.0	165
B	[19.39, 27.94, 25.71, 23.45, 27.24, 27.08, 13.86, 15.97, 17.01, 15.38]	2.0	2.0	179
D	[21.97, 15.27, 11.33, 17.03, 16.99, 22.93, 23.06, 29.34, 14.79, 18.28]	1.0	1.0	187
A	[26.08, 23.99, 25.87, 26.68, 16.88, 28.88, 14.19, 24.99, 16.88, 12.56]	3.0	0.0	0
D	[19.76, 15.2, 26.12, 27.32, 20.7, 22.45, 26.65, 18.29, 18.25, 21.75]	2.0	0.0	0
A	[10.66, 24.64, 12.16, 25.46, 13.78, 12.23, 28.16, 21.17, 14.71, 25.42]	4.0	4.0	156
B	[17.58, 25.81, 17.69, 20.61, 27.66, 14.99, 15.81, 10.32, 13.59, 25.59]	2.0	2.0	255
A	[14.38, 10.97, 19.74, 21.68, 11.5, 24.52, 19.59, 21.41, 24.9, 14.75]	2.0	1.0	276
C	[11.18, 10.45, 17.98, 16.7, 20.72, 29.73, 27.77, 10.76, 29.33, 19.88]	1.0	0.0	0
C	[12.6, 28.2, 22.92, 15.77, 22.3, 11.73, 15.75, 19.0, 11.49, 18.06]	3.0	0.0	0
C	[22.34, 18.98, 29.13, 29.22, 13.36, 25.45, 21.79, 22.5, 13.14, 23.46]	3.0	1.0	218
A	[13.23, 24.03, 13.87, 18.55, 11.16, 15.14, 10.87, 28.46, 19.86, 11.22]	4.0	3.0	130
A	[22.08, 25.89, 20.16, 11.05, 29.98, 12.85, 27.83, 13.97, 29.94, 15.24]	3.0	2.0	236
A	[20.27, 12.99, 11.74, 29.51, 26.88, 27.0, 15.4, 13.15, 27.32, 25.44]	4.0	3.0	166
C	[30.04, 18.73, 12.83, 19.29, 23.33, 27.9, 25.36, 26.65, 21.53, 12.17]	1.0	0.0	0
C	[29.61, 24.25, 12.86, 29.21, 18.01, 17.39, 26.09, 26.13, 21.53, 13.48]	2.0	0.0	0
C	[17.39, 22.83, 17.56, 24.93, 22.92, 22.98, 19.1, 28.32, 11.74, 25.5]	3.0	3.0	209
D	[29.15, 29.77, 27.01, 20.89, 28.94, 10.87, 18.64, 29.0, 30.05, 16.51]	4.0	2.0	111
C	[15.35, 10.23, 21.07, 29.98, 16.44, 21.82, 18.45, 22.37, 22.1, 22.07]	3.0	2.0	191
C	[29.72, 16.22, 15.64, 13.94, 25.98, 15.83, 14.78, 19.07, 16.38, 27.93]	2.0	1.0	300
B	[19.31, 28.4, 28.61, 12.19, 22.98, 13.23, 12.92, 24.97, 10.37, 26.17]	3.0	1.0	81
D	[17.53, 23.72, 19.19, 27.58, 15.02, 15.04, 20.56, 22.43, 26.0, 15.66]	4.0	0.0	0
D	[27.39, 28.0, 23.66, 11.92, 25.53, 24.34, 19.97, 21.12, 28.07, 27.69]	2.0	2.0	219
B	[25.68, 20.56, 16.28, 13.45, 12.01, 24.25, 17.99, 15.45, 21.82, 27.91]	2.0	2.0	199
D	[27.21, 23.15, 26.79, 27.33, 17.23, 19.82, 18.1, 23.88, 12.85, 19.14]	1.0	0.0	0
A	[27.28, 26.32, 19.43, 15.17, 20.93, 11.21, 29.62, 28.7, 20.6, 19.31]	3.0	3.0	158
C	[20.58, 14.94, 27.58, 24.98, 11.09, 11.65, 27.31, 17.59, 30.02, 20.37]	4.0	0.0	0
C	[27.16, 16.73, 28.79, 11.09, 24.68, 25.23, 29.83, 11.95, 14.88, 25.75]	4.0	4.0	161
B	[28.78, 14.18, 14.65, 20.92, 17.15, 12.3, 29.35, 29.67, 17.09, 23.47]	1.0	1.0	110
A	[25.83, 21.64, 15.23, 27.85, 24.49, 16.22, 19.89, 18.83, 28.69, 18.17]	4.0	1.0	147
B	[23.21, 18.79, 16.8, 15.88, 24.57, 29.62, 22.05, 13.62, 24.73, 12.18]	4.0	4.0	189
A	[29.2, 14.75, 13.14, 10.35, 26.93, 25.47, 22.17, 11.34, 19.37, 12.62]	2.0	2.0	99
B	[11.28, 19.71, 13.17, 18.73, 16.28, 28.9, 14.77, 24.09, 27.87, 10.44]	3.0	0.0	0
C	[15.67, 29.62, 18.23, 13.86, 29.13, 25.32, 15.35, 13.22, 22.96, 29.61]	4.0	4.0	155
C	[14.08, 11.2, 24.94, 23.55, 21.33, 19.18, 28.36, 27.56, 20.28, 24.62]	3.0	0.0	0
D	[21.87, 24.37, 18.91, 25.7, 17.58, 16.69, 19.53, 26.51, 15.36, 25.13]	4.0	3.0	151
C	[26.05, 15.89, 16.49, 11.79, 20.98, 29.78, 11.24, 17.81, 25.71, 18.11]	4.0	0.0	0
D	[25.62, 28.42, 22.65, 13.07, 26.9, 23.6, 20.13, 10.69, 18.32, 15.04]	4.0	3.0	191
C	[14.53, 19.53, 19.3, 13.94, 29.93, 23.13, 19.96, 18.8, 25.91, 15.54]	2.0	0.0	0
B	[28.81, 23.44, 16.06, 14.91, 16.37, 18.66, 11.6, 17.16, 28.44, 20.7]	3.0	0.0	0
A	[29.79, 28.79, 16.04, 16.93, 17.57, 16.11, 14.32, 12.5, 26.35, 15.78]	3.0	1.0	268
D	[26.4, 15.72, 30.27, 23.59, 14.47, 29.92, 20.37, 14.44, 11.56, 16.73]	4.0	4.0	137
D	[29.37, 17.62, 29.05, 30.09, 27.77, 12.34, 15.54, 12.34, 10.86, 18.74]	3.0	2.0	246
A	[26.79, 16.95, 22.44, 15.59, 20.67, 23.4, 27.89, 14.24, 13.11, 22.17]	2.0	0.0	0
A	[20.8, 16.72, 25.73, 23.97, 17.55, 13.64, 21.92, 22.06, 16.44, 20.02]	2.0	2.0	202
B	[29.39, 13.51, 22.43, 25.48, 22.72, 16.58, 19.15, 24.67, 17.57, 11.59]	1.0	0.0	0
C	[18.13, 17.07, 27.99, 23.72, 29.12, 14.37, 28.93, 21.22, 18.99, 17.87]	2.0	2.0	188
B	[12.47, 28.8, 12.55, 29.84, 26.04, 27.59, 17.22, 18.78, 14.75, 10.77]	1.0	0.0	0
C	[24.95, 19.47, 24.95, 10.51, 26.6, 18.75, 24.27, 20.8, 18.37, 28.17]	1.0	0.0	0
B	[20.4, 10.72, 18.68, 22.31, 26.21, 20.08, 23.54, 25.86, 19.42, 23.06]	1.0	0.0	0
D	[20.96, 19.49, 21.27, 18.58, 26.88, 30.04, 17.75, 15.87, 25.23, 11.9]	2.0	0.0	0
A	[16.91, 21.2, 16.07, 11.21, 14.91, 25.79, 11.39, 10.95, 23.62, 27.18]	3.0	0.0	0
B	[27.36, 18.83, 22.86, 18.84, 23.51, 10.76, 25.63, 22.14, 17.55, 20.91]	2.0	0.0	0
A	[26.7, 25.64, 21.5, 10.7, 22.2, 27.49, 18.84, 20.15, 20.76, 27.53]	4.0	3.0	145
B	[27.94, 16.93, 28.68, 15.35, 18.21, 18.46, 17.5, 29.29, 16.35, 15.46]	3.0	3.0	150
C	[24.08, 15.09, 12.71, 17.04, 15.05, 28.34, 22.21, 15.75, 26.49, 17.44]	3.0	1.0	85
A	[14.63, 11.08, 27.29, 28.54, 12.16, 19.8, 23.45, 27.9, 21.53, 13.91]	2.0	2.0	189
A	[25.65, 26.05, 19.67, 14.34, 16.11, 26.38, 11.43, 14.95, 25.83, 24.44]	3.0	2.0	135
C	[22.26, 24.73, 17.27, 13.15, 15.0, 29.54, 29.95, 16.49, 19.37, 27.42]	4.0	4.0	175
B	[23.83, 20.83, 12.17, 17.61, 23.25, 24.1, 11.08, 23.81, 11.43, 26.57]	2.0	2.0	270
A	[28.32, 26.87, 13.81, 28.73, 27.08, 23.92, 26.24, 16.89, 23.63, 28.59]	3.0	1.0	299
C	[17.01, 22.39, 27.21, 20.6, 12.13, 28.42, 14.51, 16.21, 10.47, 13.74]	3.0	2.0	211
A	[14.31, 12.76, 19.74, 29.34, 22.3, 13.4, 14.91, 22.5, 24.16, 10.68]	1.0	0.0	0
B	[23.33, 11.58, 20.07, 16.66, 28.11, 28.96, 16.75, 27.09, 12.88, 28.23]	4.0	0.0	0
A	[11.31, 11.01, 14.3, 17.92, 16.5, 28.16, 25.1, 25.07, 23.43, 11.57]	4.0	0.0	0
C	[13.02, 16.63, 26.97, 22.34, 23.83, 12.48, 28.09, 12.43, 29.52, 27.29]	4.0	1.0	131
C	[13.16, 14.12, 25.14, 15.46, 27.3, 19.32, 12.15, 17.16, 21.43, 21.16]	4.0	0.0	0
B	[26.49, 28.17, 23.62, 15.3, 16.39, 11.98, 26.17, 17.58, 26.96, 13.93]	2.0	0.0	0
B	[20.29, 27.71, 11.47, 23.7, 24.13, 20.89, 13.71, 20.7, 26.01, 23.27]	4.0	3.0	118
C	[21.09, 22.66, 17.01, 23.87, 16.97, 14.84, 21.06, 14.83, 19.66, 28.43]	4.0	3.0	225
A	[24.18, 23.6, 26.9, 29.54, 18.76, 25.25, 25.46, 21.84, 22.82, 19.36]	1.0	0.0	0
B	[28.0, 18.61, 13.72, 16.89, 27.53, 17.78, 16.49, 30.22, 17.15, 20.24]	2.0	1.0	194
D	[13.96, 25.21, 21.05, 24.24, 22.52, 28.28, 29.32, 12.75, 15.42, 29.63]	2.0	2.0	220
C	[27.95, 26.56, 27.85, 23.46, 29.63, 19.42, 14.82, 16.43, 20.44, 26.37]	1.0	0.0	0
B	[26.64, 18.0, 20.0, 10.82, 10.59, 14.88, 19.62, 26.64, 25.49, 16.54]	2.0	0.0	0
B	[21.31, 11.33, 20.16, 26.32, 18.61, 28.31, 15.74, 26.01, 10.23, 22.91]	1.0	1.0	229
A	[11.51, 25.48, 23.99, 23.18, 19.4, 23.56, 25.29, 24.19, 23.24, 15.84]	3.0	1.0	124
A	[10.49, 16.05, 14.52, 26.52, 26.12, 14.33, 18.2, 14.04, 27.27, 16.35]	3.0	0.0	0
A	[26.18, 13.33, 18.18, 21.94, 28.04, 19.56, 19.08, 20.5, 23.26, 24.43]	3.0	3.0	227
D	[16.9, 28.17, 11.47, 22.78, 19.76, 26.3, 18.72, 11.56, 22.78, 10.38]	1.0	1.0	96
B	[15.46, 17.91, 15.7, 10.93, 19.82, 13.79, 18.05, 27.78, 10.39, 22.3]	3.0	0.0	0
C	[11.6, 12.22, 16.09, 24.21, 12.56, 28.93, 16.83, 12.78, 14.94, 11.87]	3.0	1.0	71
A	[29.66, 27.43, 16.31, 29.52, 23.9, 22.8, 18.11, 10.44, 12.27, 29.42]	3.0	1.0	192
C	[16.39, 29.41, 12.23, 15.64, 23.53, 20.58, 18.67, 11.08, 28.63, 22.6]	2.0	2.0	284
C	[13.91, 21.13, 14.5, 19.42, 23.46, 27.83, 15.6, 15.0, 25.17, 16.46]	3.0	2.0	155
A	[23.22, 21.89, 27.09, 12.36, 13.32, 25.39, 25.64, 22.16, 24.11, 12.92]	1.0	0.0	0
A	[15.3, 17.66, 18.32, 13.56, 15.5, 29.08, 16.92, 19.47, 29.46, 19.99]	1.0	1.0	170
C	[12.42, 26.36, 14.12, 17.42, 20.5, 13.76, 26.81, 21.85, 24.52, 28.0]	1.0	1.0	165
D	[26.73, 12.94, 13.64, 18.2, 24.66, 22.09, 14.05, 12.09, 25.2, 17.5]	3.0	1.0	61
C	[22.91, 28.85, 14.6, 13.28, 27.81, 23.3, 11.4, 22.28, 21.3, 23.72]	3.0	1.0	177
C	[13.5, 17.11, 14.92, 22.28, 15.84, 20.95, 23.64, 11.07, 11.52, 10.72]	2.0	2.0	215
C	[18.54, 19.96, 25.24, 10.43, 20.63, 14.97, 28.27, 19.09, 11.71, 29.63]	4.0	3.0	219
B	[29.16, 25.22, 23.52, 12.89, 14.6, 18.59, 28.57, 22.44, 29.5, 10.71]	2.0	2.0	146
D	[27.4, 29.33, 26.44, 22.88, 11.8, 14.79, 24.67, 11.61, 14.7, 10.34]	1.0	1.0	78
D	[18.52, 26.7, 23.05, 26.02, 19.92, 28.73, 11.36, 26.07, 27.31, 13.08]	2.0	0.0	0
B	[14.98, 21.41, 25.42, 19.26, 22.51, 23.59, 14.81, 23.61, 14.68, 22.64]	2.0	0.0	0
A	[11.75, 14.32, 21.42, 17.41, 20.54, 26.06, 19.49, 27.39, 20.41, 23.31]	2.0	2.0	245
C	[13.71, 14.67, 26.79, 25.96, 23.36, 25.91, 16.69, 18.53, 29.52, 10.44]	3.0	1.0	258
C	[19.68, 22.53, 14.11, 30.13, 23.42, 23.23, 14.04, 19.93, 18.65, 20.5]	3.0	3.0	222
